"","drivernumber","teamname","position","gridposition","status","race","year"
"1132",22,"AlphaTauri",13,8,"+1 Lap",20,2021
"1133",7,"Alfa Romeo Racing",14,16,"+1 Lap",20,2021
"1134",99,"Alfa Romeo Racing",15,18,"+1 Lap",20,2021
"1135",47,"Haas F1 Team",16,19,"+1 Lap",20,2021
"1136",63,"Williams",17,15,"+2 Laps",20,2021
"1137",9,"Haas F1 Team",18,20,"+2 Laps",20,2021
"1138",6,"Williams",19,17,"Puncture",20,2021
"1139",77,"Mercedes",20,6,"Damage",20,2021
"1140",44,"Mercedes",1,1,"Finished",21,2021
"1141",33,"Red Bull Racing",2,3,"Finished",21,2021
"1142",77,"Mercedes",3,2,"Finished",21,2021
"1143",31,"Alpine",4,9,"Finished",21,2021
"1144",3,"McLaren",5,11,"Finished",21,2021
"1145",10,"AlphaTauri",6,6,"Finished",21,2021
"1146",16,"Ferrari",7,4,"Finished",21,2021
"1147",55,"Ferrari",8,15,"Finished",21,2021
"1148",99,"Alfa Romeo Racing",9,10,"Finished",21,2021
"1149",4,"McLaren",10,7,"Finished",21,2021
"1150",18,"Aston Martin",11,18,"Finished",21,2021
"1151",6,"Williams",12,16,"Finished",21,2021
"1152",14,"Alpine",13,13,"+1 Lap",21,2021
"1153",22,"AlphaTauri",14,8,"+1 Lap",21,2021
"1154",7,"Alfa Romeo Racing",15,12,"+1 Lap",21,2021
"1155",5,"Aston Martin",16,17,"Collision damage",21,2021
"1156",11,"Red Bull Racing",17,5,"Collision",21,2021
"1157",9,"Haas F1 Team",18,20,"Collision",21,2021
"1158",63,"Williams",19,14,"Collision",21,2021
"1159",47,"Haas F1 Team",20,19,"Accident",21,2021
"1160",33,"Red Bull Racing",1,1,"Finished",22,2021
"1161",44,"Mercedes",2,2,"Finished",22,2021
"1162",55,"Ferrari",3,5,"Finished",22,2021
"1163",22,"AlphaTauri",4,8,"Finished",22,2021
"1164",10,"AlphaTauri",5,12,"Finished",22,2021
"1165",77,"Mercedes",6,6,"Finished",22,2021
"1166",4,"McLaren",7,3,"Finished",22,2021
"1167",14,"Alpine",8,11,"Finished",22,2021
"1168",31,"Alpine",9,9,"Finished",22,2021
"1169",16,"Ferrari",10,7,"Finished",22,2021
"1170",5,"Aston Martin",11,15,"Finished",22,2021
"1171",3,"McLaren",12,10,"+1 Lap",22,2021
"1172",18,"Aston Martin",13,13,"+1 Lap",22,2021
"1173",47,"Haas F1 Team",14,19,"+1 Lap",22,2021
"1174",11,"Red Bull Racing",15,4,"Engine",22,2021
"1175",6,"Williams",16,16,"Accident",22,2021
"1176",99,"Alfa Romeo Racing",17,14,"Gearbox",22,2021
"1177",63,"Williams",18,17,"Gearbox",22,2021
"1178",7,"Alfa Romeo Racing",19,18,"Brakes",22,2021
